ID,Author,Words Count,Words Length,Words Small,Words Different,Punctuation Marks,Stopwords,Root Words,Nouns Phrases,Verbal Phrases,Noun Adj Phrases,Adj Noun Phrases,Noun Verb Phrases
0,1,15.048925798880664,4.166586688420749,0.5301358030615673,0.13911416094822207,0.1607202840827295,0.4621263016459523,0.8178055568885263,4.688210868387795,1.5712222422820004,0.3267737858819281,0.13522296443401335,0.12818198230727568
1,1,21.606789858186506,4.303854491935002,0.5073390481115376,0.15547246365281728,0.1391137453012192,0.4473139879472543,0.7986236798663457,6.689299527288354,1.939836699613236,0.6800601633003868,0.22840567253975075,0.14503652771809197
2,1,18.213572447523944,4.4164410231163425,0.5036923490053036,0.16529415713742251,0.1274307964284915,0.4472889207151968,0.7914717926913868,5.609944976564092,1.463215814143061,0.5426941104544528,0.2641124923578561,0.1369472182596291
3,1,24.528052805280527,4.273008611410118,0.5177273950484392,0.22090285252960173,0.12903659849300322,0.4773950484391819,0.7751614639397201,7.430693069306931,2.1947194719471947,0.7277227722772277,0.3102310231023102,0.19884488448844884
4,1,20.654858169682967,4.288046382719578,0.5085196554852661,0.13046693429114725,0.1442500093212861,0.447291234262562,0.7938255800947043,6.382107560005134,1.8671544089333847,0.6467719163136952,0.24489795918367346,0.14927480426132717
5,1,21.347247586746672,4.440897536175205,0.4978612631990614,0.16649149393820883,0.1339093664450528,0.4509434884630426,0.7844397731716856,6.486824941299243,1.7511087920688755,0.7088442473258544,0.3057657187581529,0.15992695016957997
6,1,23.219137120888508,4.425748767385385,0.5018489219221429,0.155134667745971,0.12750202369563618,0.4587626021046435,0.7759400986091691,6.971806920119607,1.9617684750106792,0.7911149081589065,0.275736864587783,0.1785561725758223
7,1,19.987076231504027,4.521904958251727,0.4940165493716674,0.1350938516179213,0.12163694464488196,0.4673370130539495,0.7600153686124205,5.917025660235999,1.8361116313916463,0.7042517325341824,0.2942498595242555,0.17868514703127927
8,1,28.88713692946058,4.216366456950788,0.5268321411129305,0.15615214456031487,0.12529805510069236,0.4849320578011434,0.7681777701169238,8.749792531120331,2.808298755186722,0.8535269709543568,0.26099585062240666,0.23526970954356846
9,1,25.835866846257456,4.241440689958218,0.5209988902874081,0.11267679062181143,0.11771145983063849,0.4709426598842622,0.7588348762558744,7.970175101019819,2.3538579949971137,0.8248989801808736,0.2330190494516067,0.21916490282855494
10,1,25.4254230617867,4.23391790236201,0.5206869331021886,0.11029161378200167,0.12939200693434047,0.46937590935826395,0.7790839860074915,7.800472255017709,2.3732782369146004,0.7992916174734357,0.23947264856355766,0.20031483667847305
11,1,27.71025641025641,4.301216803923383,0.5127232349403165,0.13500508929397612,0.1422226334783011,0.4757911538817433,0.7934903303414453,8.484935897435898,2.701923076923077,0.7980769230769231,0.23814102564102563,0.2169871794871795
12,1,30.454878048780486,4.272320773101616,0.5205622071837585,0.13079459149214484,0.13471882966937626,0.46972063161547806,0.7969940869472364,9.189837398373983,2.8605691056910567,0.9646341463414634,0.27195121951219514,0.2345528455284553
13,1,30.945828819068257,4.208078049691325,0.5224824656607032,0.13291087537490226,0.12995833770962434,0.46736453920573234,0.7995075213854754,9.370892018779342,2.6930299747201154,0.9288551823763092,0.24304803178042614,0.22896352473817264
14,1,29.326186291739894,4.198111059173229,0.5282442199129841,0.12650869560006234,0.13089544904294464,0.48232713674445366,0.7946376134143565,8.934622144112478,2.596836555360281,0.8667838312829526,0.17750439367311072,0.20913884007029876
